"Pt-0","true","557554.1246308028","304561.6554226505","665465.5265076978","1746120.8920417537","2469528.8879126823","2981564.524045117"
"Pt-1","true","594843.0426044281","469559.61675475165","749637.7276011757","1707063.915225355","2318631.67499852","2842796.509555251"
"Pt-2","true","553129.977849981","384743.392467175","529152.1107186817","1766176.8986465367","2579096.9454586706","2830498.4224722832"
"Pt-3","true","464994.7694386673","243504.35850874265","716932.2991850348","1846406.811636724","2449051.006367492","3059058.9793577506"
"Pt-4","true","477081.9183428718","464733.33259256795","822072.4646133994","1832260.67181689","2242801.600566527","2883095.248042123"
"Pt-5","true","322101.86862436344","586830.0549744493","830656.2271743461","2009269.3486029883","2172204.3268240523","2770050.8899323307"
"Pt-6","true","407947.11678812443","498291.7385753519","453303.6756282705","1933596.9796131407","2599424.1769054495","2682500.6776152374"
"Pt-7","true","350773.82946649357","511251.1913886415","467753.41529405443","1995443.4694225448","2571244.9994806885","2681362.366175742"
"Pt-8","true","288820.94672562485","522454.5732871345","518686.98231058614","2059860.177794619","2514237.2011247436","2695450.472337398"
"Pt-9","true","264265.0957375914","449367.6359980479","395620.05744025856","2095350.634721207","2670502.721593173","2715605.440101263"
"Pt-10","true","282082.87582013477","777070.8183085825","723005.6257551853","2061057.9366753236","2195050.3176149754","2535498.7337778853"
"Pt-11","true","230134.03131884243","877419.6088616066","865913.7699477272","2111795.928798519","1999316.9539833665","2500780.402016682"
"Pt-12","true","90437.57593153045","783452.0424739234","766904.4446609225","2269723.4536218476","2133167.9707110026","2554923.9466796587"
