Pt-0,false,915485.340765968,489343.185625608,39249.344374955,1632763.17850316,1777114.6095931,1753550.19878866
Pt-1,true,394187.21976176,288086.922364547,39349.3527859417,1628373.33064658,1725257.63028785,2268421.99538876
Pt-2,true,905587.424696632,483168.458261482,32630.8906097102,1625075.61508113,1912818.73815987,1710677.96535466
Pt-3,true,739799.292702473,358829.684767506,28970.5993935656,1624343.13993584,1791678.28275205,1925227.52477343
Pt-4,true,646500.978765508,256215.097343251,109774.83819498,1716551.29910908,1668304.68282434,2040931.00482324
Pt-5,true,792580.591819949,80296.2192420324,141100.131324451,1756818.81782397,1476321.89347683,1869580.95254752
Pt-6,true,384297.969948374,300203.588731118,121872.534582912,1738662.87969283,1734229.80112934,2272004.2778829
Pt-7,true,204373.606462834,336417.899310052,107043.758278836,1709562.96816667,1778648.85871288,2481162.04717648
Pt-8,true,308627.968742489,199978.021188918,101502.900896591,1703992.52337969,1625208.09734843,2378308.79465099
Pt-9,true,200631.890868393,309245.284965954,95118.7267242253,1693422.81889326,1762241.17307164,2492597.59406497
Pt-10,true,463820.553635421,455507.207220962,15783.8290989753,1609198.07202798,1905878.80783664,2191537.46433066
