Pt-0,TRUE,124265.1623,352618.5468,93023.10082,219131.0172,427007.7288,16728.76286
Pt-1,TRUE,92080.98761,300922.8924,90079.64824,264022.6418,362154.2349,21154.69768
Pt-2,TRUE,279415.4874,357259.9282,49525.41262,282325.9039,619084.0143,13328.19547
Pt-3,TRUE,227523.2542,191972.4398,45600.80918,429221.145,492990.9315,1326.95028
Pt-4,TRUE,102484.0378,293343.8779,90834.20618,284932.6649,368352.2238,16567.91787
Pt-5,TRUE,215866.2384,284324.4319,82382.46126,338773.1244,511584.707,40232.73928
Pt-6,TRUE,223771.3261,297764.8109,86234.28229,327657.4444,528477.0396,40145.21424
Pt-7,TRUE,212968.012,266044.6761,82042.5947,355577.932,501431.8025,37694.51314
Pt-8,TRUE,253739.388,310115.371,83968.50521,324944.1682,567163.107,50823.26903
Pt-9,TRUE,127985.6685,237657.3266,66043.74064,352640.0705,386778.1078,6169.878891
Pt-10,TRUE,154458.6748,238482.7695,51217.38788,357295.9091,424779.8172,381.5390551
Pt-11,TRUE,104347.3209,255706.2462,89173.0256,322817.537,361485.5794,22654.06408
Pt-12,TRUE,40942.00854,150573.303,90525.48026,392558.1997,234845.1189,16615.12205
Pt-13,TRUE,72513.5826,98322.02618,73498.27664,457124.6623,255637.2122,11911.39602
Pt-14,TRUE,55127.11248,230038.6427,97416.96268,323776.9687,285832.9666,22652.16769
Pt-15,TRUE,197342.1585,199096.7963,60104.65588,417809.3848,458495.9376,16977.79775
Pt-16,TRUE,176881.5909,222350.9814,64808.58325,386803.0062,442891.4203,14545.92492
Pt-17,TRUE,173150.3765,299149.9617,61931.0292,296823.7114,470452.6457,967.9682749
Pt-18,TRUE,173616.3118,307730.3488,63633.42795,287501.5323,475519.0475,967.9682749
Pt-19,TRUE,177576.3223,303005.6885,71855.11745,291959.9658,477342.9521,5426.4018
Pt-20,TRUE,227560.5456,390238.0532,57762.5548,219206.4369,568538.1833,13329.9885
Pt-21,TRUE,322732.6062,397564.7918,51410.74593,255684.5294,689523.8567,28326.53764
Pt-22,TRUE,337137.3597,380077.5256,46346.33974,285880.2837,702493.8451,26705.28908
Pt-23,TRUE,342413.4775,374832.4214,59643.28889,293378.5583,712018.6804,28123.88157
Pt-24,TRUE,221048.7505,200929.2303,44217.58695,414587.1533,488144.5206,116.8127837
Pt-25,TRUE,220163.2438,201173.9955,50666.96422,413653.2268,488531.2498,2093.56978
Pt-26,TRUE,258209.7502,257347.9295,72092.88528,389596.0941,555037.9498,40259.59062
Pt-27,TRUE,137245.9258,199438.8661,98156.20737,388738.9125,378523.0488,40150.42208
Pt-28,TRUE,143047.3152,252096.3941,101841.7351,338783.0231,406206.4132,45687.09496
Pt-29,TRUE,316896.7193,485765.7699,79593.45026,134825.7413,736978.9067,39698.44077
Pt-30,TRUE,296725.2746,136819.8383,224822.6797,455762.1321,529730.3909,203465.807
Pt-31,TRUE,308572.3793,228086.6223,121667.4978,425245.6371,604406.0493,103658.9173
Pt-32,TRUE,306134.5345,168835.5073,144810.9619,472235.1245,568504.537,131446.0366
Pt-33,TRUE,313599.5833,162567.931,140994.7224,481729.8321,579486.3676,132361.1892
Pt-34,TRUE,355916.8698,208916.7504,166316.9312,435995.1375,652442.5293,155861.5089
Pt-35,TRUE,302554.7624,430810.9921,255230.8572,129582.6155,652927.7535,206551.5454
Pt-36,TRUE,321414.6884,454919.8676,310544.8121,87544.04249,687931.9836,263496.2261
Pt-37,TRUE,263721.521,471010.7413,315923.1957,37968.67346,615578.7424,251269.8682
Pt-38,TRUE,246772.0617,482291.1503,335824.939,16028.22298,600170.1817,254452.0709
Pt-39,TRUE,285146.9958,450919.8424,260803.6358,96755.682,637686.6772,209733.7482
Pt-40,TRUE,228194.236,374000.2073,237890.0637,166931.6267,536526.1269,179921.533
Pt-41,TRUE,226518.0904,220112.4363,183962.7297,373012.1866,482354.3809,141386.1532
Pt-42,TRUE,228003.9576,181862.7164,171702.2353,411584.3243,467518.9433,139228.2713
Pt-43,TRUE,97000.96751,90762.57581,162739.4364,447998.5801,256855.73,102004.8098
Pt-44,TRUE,21449.52214,105243.6101,167342.8996,402413.3265,170540.457,88248.31318
Pt-45,TRUE,36555.95608,40432.59566,120751.6008,479827.337,168922.0456,52373.52782
Pt-46,TRUE,129654.409,32008.34333,75874.73092,544833.5271,292460.7802,35649.94367
Pt-47,TRUE,115638.9793,39361.47387,86944.7597,534583.5884,280052.9596,36728.88458
Pt-48,TRUE,145891.2205,170448.8567,77585.06158,421834.263,378776.0532,30794.70956
Pt-49,TRUE,116064.7153,148667.6873,79710.93301,432353.9369,328605.3007,26209.21068
Pt-50,TRUE,97707.03954,90816.3922,84614.38956,476971.8209,276777.4112,29208.88897
Pt-51,TRUE,195675.0819,114689.6135,64995.9043,500185.1525,417715.4958,34367.4071
Pt-52,TRUE,335418.6095,120895.0428,40414.71826,551586.101,592736.6466,27550.79386
Pt-53,TRUE,268913.5424,121761.0901,49542.63469,530767.7957,512042.6844,26629.6299
Pt-54,TRUE,291974.0902,109806.5526,51672.10804,550664.937,537466.8095,34551.63989
Pt-55,TRUE,285944.14,165526.0653,65905.23829,495210.8672,555521.6229,41368.25313
Pt-56,TRUE,388068.7257,197985.3741,44504.60431,494658.1688,690380.0254,31235.44966
Pt-57,TRUE,271645.1893,198727.1535,68077.23659,453574.2565,549073.4753,37683.59732
Pt-58,TRUE,271545.8735,224440.6471,54517.62696,428887.0626,558653.5803,24787.302
Pt-59,TRUE,337465.854,273541.6063,73761.48088,408805.6885,662008.1757,51501.0566
Pt-60,TRUE,319102.4008,270205.4474,69364.41571,404015.636,639163.3097,45421.37452
Pt-61,TRUE,371868.2838,195657.716,58153.58758,505343.6706,676562.5661,53527.61729
Pt-62,TRUE,347391.0834,232136.5076,75894.26568,450442.2991,666613.9955,66239.67982
Pt-63,TRUE,345921.7587,311650.6689,64013.85517,371590.6649,688906.1631,42289.41708
Pt-64,TRUE,243559.5497,400836.3795,91711.94855,221993.6391,601579.8205,43579.04661
Pt-65,TRUE,212059.8038,426570.7232,91692.52435,176856.6055,568049.4527,33262.01036
Pt-66,TRUE,260788.9539,447111.7728,109382.6249,160828.3527,634004.7916,60159.99774
Pt-67,TRUE,220500.4285,475844.5545,103316.041,119375.9749,591447.017,35104.33826
Pt-68,TRUE,78202.50601,401800.7124,128888.9561,141299.677,390264.81,32340.8464
Pt-69,TRUE,98062.38323,399995.6922,126599.0438,148853.2214,406661.5283,45052.90894
Pt-70,TRUE,78500.80303,367262.6848,126008.762,176488.1399,367419.944,43026.34824
Pt-71,TRUE,36443.93271,320914.6709,114159.7789,213887.3964,297411.4837,27550.79386
Pt-72,TRUE,48677.78476,272104.364,158938.9875,256997.8693,283778.2572,72319.3619
Pt-73,TRUE,4488.804646,345338.8789,174174.6696,148116.2902,257801.4338,64028.88634
Pt-74,TRUE,78402.63982,263273.0047,121931.1947,279474.2697,326336.0318,59423.06658
Pt-75,TRUE,73549.52731,238287.6528,254366.3095,233989.7381,270518.4634,171414.2198
Pt-76,TRUE,58565.01791,292215.3192,306751.6318,142330.1184,255749.3885,221811.7848
Pt-77,TRUE,14861.27517,361442.1679,339694.6274,35140.13135,224993.1706,226075.0229
Pt-78,TRUE,73802.36379,315473.4322,243036.9611,156946.9349,308976.4812,155369.8268
Pt-79,TRUE,44615.27576,350775.1544,108130.7278,185408.6171,319167.7859,18123.26905
Pt-80,TRUE,15143.25128,314980.3597,115104.3055,205305.7584,260538.0826,32749.96936
Pt-81,TRUE,114913.6342,301100.8523,166252.2633,239387.0503,372730.5608,91994.88352
Pt-82,TRUE,25626.40232,298567.4668,358163.1327,90601.49242,188896.1051,265402.5804
Pt-83,TRUE,85120.04429,232808.0759,338246.0688,208013.0242,253357.5282,264572.1848
Pt-84,TRUE,102576.9946,260495.1739,356915.764,175688.5437,285347.3064,289869.7485
Pt-85,TRUE,155884.3393,226200.5438,356712.1513,247874.3006,349709.0486,300311.6438
Pt-86,TRUE,171418.3858,271395.1082,341994.4496,207678.0555,395734.5426,283829.6543
Pt-87,TRUE,82185.79065,67229.53019,324333.1604,382682.005,169412.9773,262217.2649
Pt-88,TRUE,29738.1208,391736.0141,290942.7369,38805.40542,264951.098,178589.8982
Pt-89,TRUE,15641.53019,276405.8217,249710.2714,167297.4596,212586.1725,146854.5917
Pt-90,TRUE,41098.53736,186597.5983,366001.3564,220289.802,154115.5916,287011.7509
Pt-91,TRUE,28453.3857,171702.6993,390854.9351,221079.6407,115510.4716,306734.283
Pt-92,TRUE,94.09642986,173797.0945,399261.3832,201333.6733,67701.19235,291075.0158
Pt-93,TRUE,73306.97945,353736.4114,368464.5264,51264.32113,287218.0775,276912.551
Pt-94,TRUE,58581.24041,121748.4032,430130.1886,266770.3557,106906.6485,359107.3278
Pt-95,TRUE,105260.9401,102698.7678,408600.4752,331417.6418,186186.8365,351125.7057
Pt-96,TRUE,116717.5124,129570.618,413749.2156,301424.5436,209131.5301,359678.8032
Pt-97,TRUE,137909.5749,127509.6722,413322.0853,318447.6534,234999.8177,363558.1425
Pt-98,TRUE,151572.3207,282004.1961,401265.7065,158349.3586,347192.9337,341085.9683
Pt-99,TRUE,99290.16207,284853.8354,408776.3372,124505.795,272484.7771,333105.2607
Pt-100,TRUE,125450.3219,329343.2548,402653.1528,88027.70254,336052.8435,327034.941
Pt-101,TRUE,54517.07436,217033.8107,433312.0019,164023.7285,157850.1902,346809.5181
Pt-102,TRUE,20203.47271,235341.7409,424385.1075,126937.6679,109069.7325,331936.9959
Pt-103,TRUE,29738.01485,340028.0655,430868.4807,1696.217005,191383.742,332478.7186
Pt-104,TRUE,90894.97346,280224.2277,434886.1943,110117.2141,238693.902,355376.9405
Pt-105,TRUE,171285.8228,112382.1311,414320.0148,353304.4973,285396.1894,369582.1788
Pt-106,TRUE,283996.042,146774.222,377928.1392,389579.9337,464832.9748,364551.3211
Pt-107,TRUE,361688.787,175032.8214,373205.4034,401941.9539,591163.2287,369938.0146
Pt-108,TRUE,404196.4946,181331.4205,378488.3499,412074.7574,646501.9534,382726.7307
Pt-109,TRUE,338216.1978,172535.7631,393154.8197,380460.4106,543864.2461,387872.349
Pt-110,TRUE,241781.3796,281617.6965,413594.9512,208405.4077,464796.2009,369835.8169
Pt-111,TRUE,221817.0984,239668.3404,400957.822,241235.691,420347.3586,364614.7944
Pt-112,TRUE,262648.8702,138295.5145,391339.9213,386060.7303,430510.0788,370499.1666
Pt-113,TRUE,287178.8898,299909.5583,368766.9253,223022.0846,559543.5926,336496.8927
Pt-114,TRUE,318890.2606,321375.2741,367427.9233,214681.9404,609899.4467,339981.5239
Pt-115,TRUE,362877.4393,282626.4059,362511.4651,281668.0201,652041.3778,348395.0454
Pt-116,TRUE,425662.4177,247301.458,364277.4237,352242.4244,715425.337,367423.2656
Pt-117,TRUE,420536.9287,278315.8226,360351.4941,318435.1543,723521.2525,361710.332
Pt-118,TRUE,406706.7001,296569.7132,366288.1022,283135.7732,714172.7499,360074.7759
Pt-119,TRUE,386559.6187,323311.038,362331.6008,240622.5336,700239.9567,353625.7697
Pt-120,TRUE,392341.4647,349120.4797,355087.2533,223553.7191,724023.6688,339843.2831
Pt-121,TRUE,358259.8952,233001.4887,386126.5409,330166.9227,610007.6998,375181.4581
Pt-122,TRUE,384455.6921,284580.0705,306276.241,311537.6394,697491.8313,301354.7972
Pt-123,TRUE,314067.6594,224520.2995,322567.2063,340262.8176,570122.1225,306032.3895
