"Pt-0","true","1702835.1711335718","1355558.3671188916","2848377.621588757","1685966.7144530264","256942.34833737134","3047086.5163262645"
"Pt-1","true","1699193.5987852784","1163583.8109619305","2896102.538032296","1878571.775764836","252911.77894305682","3116665.6591765536"
"Pt-2","true","1785323.0209346174","2577166.0389227807","1823044.173423283","563293.4215023697","360348.0708108344","1860216.700038443"
"Pt-3","true","1817035.3823975343","2869940.531698999","1674673.7544604035","279416.1000189165","396691.21285188914","1672384.8766598783"
"Pt-4","true","1913020.9500200106","2884740.121443731","1153418.3663556778","332720.5752319666","484711.85456009296","1135671.9821445784"
"Pt-5","true","1956580.4066842666","2824898.302041119","685063.0199485114","447387.17888794665","523892.0687236594","659393.56114695"
"Pt-6","true","1937639.4653667142","1195656.5092732408","768667.1229184972","2101065.5494509446","464464.67904382205","940400.399158662"
"Pt-7","true","1846927.8626133944","900308.1748022866","1436361.4675418849","2320481.6450953605","371784.2516495014","1658384.2452219613"
"Pt-8","true","1889933.863362602","1356789.4876603407","3066288.6797821037","1667643.8521522086","450596.1947120932","3269420.877894746"
"Pt-9","true","1774523.3139929043","1400468.0239326905","1731751.3923466033","1777886.8858746956","320206.59665353876","1905381.700971624"
"Pt-10","true","1761588.67955554","1402585.5999546666","1022933.3124441641","1784536.8846902815","279087.62552302284","1174889.3303192793"
"Pt-11","true","2096887.4856598026","1288374.222517314","2456632.9478867725","1812535.910365602","656978.3438165085","2653599.577003801"
"Pt-12","true","2092237.745990814","941578.4143407485","1837289.3231298104","2235754.0485144877","634249.0343977279","2060363.6136766016"
"Pt-13","true","1849926.510830977","2692824.8015682506","2249705.459643868","394255.75797247456","433646.61819701566","2282305.470520363"
"Pt-14","true","2138397.932076215","2157315.8807967883","1358230.799149747","1056641.0672704019","706623.0376098085","1428512.737879377"
"Pt-15","true","2074127.8904860395","2708392.035892012","1746956.971178508","446778.7803780589","661279.0968694807","1758718.395745144"
"Pt-16","true","2062614.5521856712","1805939.3190457562","2228713.056799584","1308337.5066439828","634335.9157679728","2361610.430475599"
"Pt-17","true","1772070.0253750659","1923685.3031602064","2788536.658038959","1117588.1854313256","341657.3522477687","2921112.9155961443"
"Pt-18","true","1533193.4947372053","2372821.2830109783","1547923.8028679467","795058.8172867508","88233.3807264198","1605711.620822079"
"Pt-19","true","1471795.6381306676","2430446.4839030895","1328631.282204451","761482.2301917729","25543.268789921472","1374343.1872884731"
"Pt-20","true","1637200.045465009","1794987.5930218468","1817565.9311382659","1357465.2821036128","187786.09193563127","1947745.1529965973"
